No,Tanggal,Jenis Trans,IN/OUT,Product Code/Model,Jenis Barang,Nama Barang,Serial Number,Gudang/Rak,Jumlah,Keterangan,,,Jenis Trans,IN/OUT,ket,,,,,,,
1117,24-Nov-25,MASUK,IN,M-U0026,Mouse,LOGITECH Mouse,2534APKGK4R8,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442010",MouseLogitech Mouse,,,,,,,,,,,
1118,24-Nov-25,MASUK,IN,M-U0026,Mouse,LOGITECH Mouse,2534APXGK218,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442010",MouseLogitech Mouse,,,,,,,,,,,
1119,24-Nov-25,MASUK,IN,M-U0026,Mouse,LOGITECH Mouse,2534APAGK1U8,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442010",MouseLogitech Mouse,,,,,,,,,,,
1120,24-Nov-25,MASUK,IN,M-U0026,Mouse,LOGITECH Mouse,2534APLGK4P8,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442010",MouseLogitech Mouse,,,,,,,,,,,
1121,24-Nov-25,MASUK,IN,M-U0026,Mouse,LOGITECH Mouse,2534APHGK4M8,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442010",MouseLogitech Mouse,,,,,,,,,,,
1122,24-Nov-25,MASUK,IN,M-U0026,Mouse,LOGITECH Mouse,2534AP7GK1R8,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442010",MouseLogitech Mouse,,,,,,,,,,,
1123,24-Nov-25,MASUK,IN,M-U0026,Mouse,LOGITECH Mouse,2534APYGK1V8,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442010",MouseLogitech Mouse,,,,,,,,,,,
1124,25-Nov-25,ADJ -,OUT,MA-INJ-4,PoE Injector,CISCO Poe Injector,C20016593000001044,Lemari,1,,PoE InjectorCISCO Poe Injector,,,,,,,,,,,
1125,25-Nov-25,KELUAR,OUT,,Stationary,Joyko Pen Gel GP-265Q Black,,Lemari,1,Patrick,StationaryJoyko Pen Gel GP-265Q Black,,,,,,,,,,,
1126,26-Nov-25,KELUAR,OUT,C7977A RW,Backup Tape,HPE LTO-7 Ultrium RW Data Cartridge 15TB,,Lemari,3,SR1836755 - Full Monthly – November 2025,Backup TapeHPE LTO-7 Ultrium RW Data Cartridge 15TB,,,,,,,,,,,
1127,30-Jul-25,KELUAR,OUT,C7977A RW,Backup Tape,HPE LTO-7 Ultrium RW Data Cartridge 15TB,,Lemari,3,,Backup TapeHPE LTO-7 Ultrium RW Data Cartridge 15TB,,,,,,,,,,,
1128,27-Aug-25,KELUAR,OUT,C7977A RW,Backup Tape,HPE LTO-7 Ultrium RW Data Cartridge 15TB,,Lemari,3,,Backup TapeHPE LTO-7 Ultrium RW Data Cartridge 15TB,,,,,,,,,,,
1129,29-Oct-25,KELUAR,OUT,C7977A RW,Backup Tape,HPE LTO-7 Ultrium RW Data Cartridge 15TB,,Lemari,3,,Backup TapeHPE LTO-7 Ultrium RW Data Cartridge 15TB,,,,,,,,,,,
1130,26-Nov-25,MASUK,IN,WDBFBE0200JBK-SESN,HDD External,WD External HDD MYBOOK DUO 20 TB,WUBS26030446,Lemari,1,PR 1000450740,HDD ExternalWD External HDD MYBOOK DUO 20 TB,,,,,,,,,,,
1131,26-Nov-25,MASUK,IN,,Lain-lain,Break Glass - Emergency,,Rak B,3,"ELTO 2536, PR 1000443517, PO",Lain-lainBreak Glass - Emergency,,,,,,,,,,,
1132,26-Nov-25,MASUK,IN,80125,HDMI Switcher,UGREEN 3 Port 3X1 HDMI Switch,,Lemari Kaca,5,"ELTO 2536, PR 1000443517, PO",HDMI SwitcherUGREEN 3 Port 3X1 HDMI Switch,,,,,,,,,,,
1133,26-Nov-25,KELUAR,OUT,BF 3382,Cable Adapter,BAFO DP to HDMI Adapter,,Lemari Kaca,5,KRC,Cable AdapterBAFO DP to HDMI Adapter,,,,,,,,,,,
1134,26-Nov-25,ADJ -,OUT,SIP-T21P E2,IP-Phone,YEALINK Classic IP Phone SIP-T21P E2,2121119070D08765,Lemari Kaca,1,80:5E:C0:87:A0:00,IP-PhoneYEALINK Classic IP Phone SIP-T21P E2,,,,,,,,,,,
1135,26-Nov-25,KELUAR,OUT,KVR26N19S8/8,Memory,KINGSTON 8GB DDR4 PC 2666,,Lemari Kaca,1,,MemoryKINGSTON 8GB DDR4 PC 2666,,,,,,,,,,,
1136,27-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1837903 - Selsa Amelia (Desal),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1137,27-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,1,SR1837903 - Selsa Amelia (Desal),Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
1138,27-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Magenta,,Lemari Kaca,1,SR1837903 - Selsa Amelia (Desal),Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
1139,27-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,1,SR1837903 - Selsa Amelia (Desal),Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
1140,28-Nov-25,MASUK,IN,,Stationary,Sticky Note 51 X 38 mm,,Lemari,24,Stationary IT,StationarySticky Note 51 X 38 mm,,,,,,,,,,,
1141,28-Nov-25,MASUK,IN,,Stationary,Joyko Pen Gel GP-265Q Blue,,Lemari,2,Stationary IT,StationaryJoyko Pen Gel GP-265Q Blue,,,,,,,,,,,
1142,28-Nov-25,MASUK,IN,,Stationary,Nachi Double Foam Tape 24mm X 4M,,Lemari,2,Stationary IT,StationaryNachi Double Foam Tape 24mm X 4M,,,,,,,,,,,
1143,28-Nov-25,MASUK,IN,,Stationary,Facial Tissue,,Lemari,2,Stationary IT,StationaryFacial Tissue,,,,,,,,,,,
1144,28-Nov-25,MASUK,IN,,Stationary,Transparent Tape 2 in,,Lemari,2,Stationary IT,StationaryTransparent Tape 2 in,,,,,,,,,,,
1145,28-Nov-25,MASUK,IN,,Stationary,Transparent Tape 1 in,,Lemari,2,Stationary IT,StationaryTransparent Tape 1 in,,,,,,,,,,,
1146,28-Nov-25,ADJ -,OUT,,Stationary,ALKALINE Battery AA,,Lemari,1,Stationary IT,StationaryALKALINE Battery AA,,,,,,,,,,,
1147,28-Nov-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Black,,Rak F,1,,Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1148,28-Nov-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Cyan,,Rak F,1,,Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
1149,28-Nov-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Magenta,,Rak F,1,,Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
1150,28-Nov-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Rak F,1,,Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
1151,28-Nov-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1152,28-Nov-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
1153,28-Nov-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Magenta,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
1154,28-Nov-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
1155,29-Nov-25,MASUK,IN,WDBFTM0050BBL-WESN,HDD External,WD External HDD MYPASSPORT ULTRA 5 TB,WX42D25999L3,Lemari,1,PR 1000450740,HDD ExternalWD External HDD MYPASSPORT ULTRA 5 TB,,,,,,,,,,,
1156,29-Nov-25,MASUK,IN,WDBFTM0050BBL-WESN,HDD External,WD External HDD MYPASSPORT ULTRA 5 TB,WX42D25997FN,Lemari,1,PR 1000450740,HDD ExternalWD External HDD MYPASSPORT ULTRA 5 TB,,,,,,,,,,,
1157,29-Nov-25,MASUK,IN,VR0013,Video Conference,LOGITECH CONNECT,2536ZBS1PRM8,Lemari,1,"ELTO 2539, PR 1000442817, PO 4500439860, vendor PJ Tech",Video ConferenceLOGITECH CONNECT,,,,,,,,,,,
1158,24-Nov-25,KELUAR,OUT,WDBBGB0220HBK-SESN,HDD External,WD External HDD MYBOOK 22 TB,21J15KKF,Lemari,1,"PR 1000450741, PO 4500445789",HDD ExternalWD External HDD MYBOOK 22 TB,,,,,,,,,,,
1159,24-Nov-25,KELUAR,OUT,WDBBGB0220HBK-SESN,HDD External,WD External HDD MYBOOK 22 TB,21HXPREF,Lemari,1,"PR 1000450741, PO 4500445789",HDD ExternalWD External HDD MYBOOK 22 TB,,,,,,,,,,,
1160,29-Nov-25,KELUAR,OUT,WDBFTM0050BBL-WESN,HDD External,WD External HDD MYPASSPORT ULTRA 5 TB,WX42D25999L3,Lemari,1,BPMAEXTD03A,HDD ExternalWD External HDD MYPASSPORT ULTRA 5 TB,,,,,,,,,,,
1161,29-Nov-25,KELUAR,OUT,WDBFTM0050BBL-WESN,HDD External,WD External HDD MYPASSPORT ULTRA 5 TB,WX42D25997FN,Lemari,1,BPMAEXTD03,HDD ExternalWD External HDD MYPASSPORT ULTRA 5 TB,,,,,,,,,,,
1162,26-Nov-25,KELUAR,OUT,NVL-DPSM1-LC-LC-001,Patch Cord,Patch Cord LC-LC 1M,,Rak A,1,KRC,Patch CordPatch Cord LC-LC 1M,,,,,,,,,,,
1163,1-Dec-25,MASUK,IN,STKZ5000400,HDD External,HDD External SEAGATE OneTouch 5TB,NABVEXNT,Lemari,1,BPMAEXTD02A,HDD ExternalHDD External SEAGATE OneTouch 5TB,,,,,,,,,,,
1164,1-Dec-25,MASUK,IN,STKZ5000400,HDD External,HDD External SEAGATE OneTouch 5TB,NABV8FHQ,Lemari,1,BPMAEXTD02,HDD ExternalHDD External SEAGATE OneTouch 5TB,,,,,,,,,,,
1165,4-Dec-25,KELUAR,OUT,C7977A RW,Backup Tape,HPE LTO-7 Ultrium RW Data Cartridge 15TB,,Lemari,1,SR1836755 - Full Monthly – November 2025,Backup TapeHPE LTO-7 Ultrium RW Data Cartridge 15TB,,,,,,,,,,,
1166,4-Dec-25,ADJ -,OUT,,Stationary,Facial Tissue,,Lemari,2,,StationaryFacial Tissue,,,,,,,,,,,
1167,4-Dec-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1845243 - Richard Audy Ralvy Kandioh (Hanggar),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1168,4-Dec-25,KELUAR,OUT,,Stop Kontak,APC ProtectNet Surge,,Rak B,1,,Stop KontakAPC ProtectNet Surge,,,,,,,,,,,
1169,9-Dec-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1846067 - Revi (HSE),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1170,9-Dec-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,1,SR1846067 - Revi (HSE),Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
1171,9-Dec-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Magenta,,Lemari Kaca,1,SR1846067 - Revi (HSE),Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
1172,9-Dec-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,1,SR1846067 - Revi (HSE),Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
1173,9-Dec-25,MASUK,IN,C7977A RW,Backup Tape,HPE LTO-7 Ultrium RW Data Cartridge 15TB,,Lemari,40,"ELTO 2542, PR 1000446128, PO 4500444776",Backup TapeHPE LTO-7 Ultrium RW Data Cartridge 15TB,,,,,,,,,,,
1174,9-Dec-25,MASUK,IN,H982C,Proyektor,EPSON Proyektor EB-X600,XDCJ4Z02817,Rak C,1,"ELTO 2534, PR 1000445348, PO 4500442549",ProyektorEPSON Proyektor EB-X600,,,,,,,,,,,
1175,9-Dec-25,MASUK,IN,H982C,Proyektor,EPSON Proyektor EB-X600,XDCJ4Z02828,Rak C,1,"ELTO 2534, PR 1000445348, PO 4500442549",ProyektorEPSON Proyektor EB-X600,,,,,,,,,,,
1176,9-Dec-25,MASUK,IN,H982C,Proyektor,EPSON Proyektor EB-X600,XDCJ4Z02877,Rak C,1,"ELTO 2534, PR 1000445348, PO 4500442549",ProyektorEPSON Proyektor EB-X600,,,,,,,,,,,
1177,9-Dec-25,MASUK,IN,W1107A,Printer Cartridge,HP Toner Cartridge 107A Black,,Lemari Kaca,2,"ELTO 2533, PR 1000444224, PO 4500444754",Printer CartridgeHP Toner Cartridge 107A Black,,,,,,,,,,,
1178,9-Dec-25,MASUK,IN,W1107A,Printer Cartridge,HP Toner Cartridge 107A Black,,Rak F,1,"ELTO 2533, PR 1000444224, PO 4500444754",Printer CartridgeHP Toner Cartridge 107A Black,,,,,,,,,,,
1179,9-Dec-25,KELUAR,OUT,H982C,Proyektor,EPSON Proyektor EB-X600,XDCJ4Z02817,Rak C,1,Bontang Meeting Room,ProyektorEPSON Proyektor EB-X600,,,,,,,,,,,
1180,9-Dec-25,KELUAR,OUT,W1107A,Printer Cartridge,HP Toner Cartridge 107A Black,,Lemari Kaca,1,SR1846281 - Eliasaf Pasanda (Maintenance),Printer CartridgeHP Toner Cartridge 107A Black,,,,,,,,,,,
1181,9-Dec-25,MASUK,IN,MC211CS-20,Media Converter,OMADA Gigabit WDM Media Converter MC211CS-20,22570YU000403,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442389",Media ConverterOMADA Gigabit WDM Media Converter MC211CS-20,,,,,,,,,,,
1182,9-Dec-25,MASUK,IN,MC211CS-20,Media Converter,OMADA Gigabit WDM Media Converter MC211CS-20,22570YU000462,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442389",Media ConverterOMADA Gigabit WDM Media Converter MC211CS-20,,,,,,,,,,,
1183,9-Dec-25,MASUK,IN,MC211CS-20,Media Converter,OMADA Gigabit WDM Media Converter MC211CS-20,22570YU000464,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442389",Media ConverterOMADA Gigabit WDM Media Converter MC211CS-20,,,,,,,,,,,
1184,9-Dec-25,MASUK,IN,MC211CS-20,Media Converter,OMADA Gigabit WDM Media Converter MC211CS-20,22570YU000474,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442389",Media ConverterOMADA Gigabit WDM Media Converter MC211CS-20,,,,,,,,,,,
1185,9-Dec-25,MASUK,IN,MC211CS-20,Media Converter,OMADA Gigabit WDM Media Converter MC211CS-20,22570YU001504,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442389",Media ConverterOMADA Gigabit WDM Media Converter MC211CS-20,,,,,,,,,,,
1186,9-Dec-25,MASUK,IN,MC212CS-20,Media Converter,OMADA Gigabit WDM Media Converter MC212CS-20,2258175000441,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442389",Media ConverterOMADA Gigabit WDM Media Converter MC212CS-20,,,,,,,,,,,
1187,9-Dec-25,MASUK,IN,MC212CS-20,Media Converter,OMADA Gigabit WDM Media Converter MC212CS-20,2258175000466,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442389",Media ConverterOMADA Gigabit WDM Media Converter MC212CS-20,,,,,,,,,,,
1188,9-Dec-25,MASUK,IN,MC212CS-20,Media Converter,OMADA Gigabit WDM Media Converter MC212CS-20,2258175000468,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442389",Media ConverterOMADA Gigabit WDM Media Converter MC212CS-20,,,,,,,,,,,
1189,9-Dec-25,MASUK,IN,MC212CS-20,Media Converter,OMADA Gigabit WDM Media Converter MC212CS-20,2258175003933,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442389",Media ConverterOMADA Gigabit WDM Media Converter MC212CS-20,,,,,,,,,,,
1190,9-Dec-25,MASUK,IN,MC212CS-20,Media Converter,OMADA Gigabit WDM Media Converter MC212CS-20,2258175003955,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442389",Media ConverterOMADA Gigabit WDM Media Converter MC212CS-20,,,,,,,,,,,
1191,9-Dec-25,KELUAR,OUT,DS-3E1506P-EI/M,PoE Switch,HIKVISION 4 Port Gigabit Smart POE Switch,GA3303663,Lemari Kaca,1,,PoE SwitchHIKVISION 4 Port Gigabit Smart POE Switch,,,,,,,,,,,
1192,9-Dec-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Black,,Rak F,2,,Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1193,9-Dec-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Cyan,,Rak F,1,,Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
1194,9-Dec-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Magenta,,Rak F,1,,Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
1195,9-Dec-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Rak F,1,,Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
1196,9-Dec-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,2,,Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1197,9-Dec-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
1198,9-Dec-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Magenta,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
1199,9-Dec-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
1200,9-Dec-25,MASUK,IN,CF401A,Printer Cartridge,HP Toner Cartridge 201A Cyan,,Lemari Kaca,1,"ELTO 2536, PR 1000443517, PO 4500440138",Printer CartridgeHP Toner Cartridge 201A Cyan,,,,,,,,,,,
1201,9-Dec-25,MASUK,IN,W2310A,Printer Cartridge,HP Toner Cartridge 215A Black,,Lemari Kaca,1,"ELTO 2536, PR 1000443517, PO 4500440138",Printer CartridgeHP Toner Cartridge 215A Black,,,,,,,,,,,
1202,9-Dec-25,MASUK,IN,W2311A,Printer Cartridge,HP Toner Cartridge 215A Cyan,,Rak F,6,"ELTO 2536, PR 1000443517, PO 4500440138",Printer CartridgeHP Toner Cartridge 215A Cyan,,,,,,,,,,,
1203,9-Dec-25,MASUK,IN,W2313A,Printer Cartridge,HP Toner Cartridge 215A Magenta,,Lemari Kaca,1,"ELTO 2536, PR 1000443517, PO 4500440138",Printer CartridgeHP Toner Cartridge 215A Magenta,,,,,,,,,,,
1204,9-Dec-25,MASUK,IN,W2312A,Printer Cartridge,HP Toner Cartridge 215A Yellow,,Lemari Kaca,1,"ELTO 2536, PR 1000443517, PO 4500440138",Printer CartridgeHP Toner Cartridge 215A Yellow,,,,,,,,,,,
1205,9-Dec-25,MASUK,IN,CF401A,Printer Cartridge,HP Toner Cartridge 201A Cyan,,Rak F,1,"ELTO 2536, PR 1000443517, PO 4500440138",Printer CartridgeHP Toner Cartridge 201A Cyan,,,,,,,,,,,
1206,9-Dec-25,MASUK,IN,W2310A,Printer Cartridge,HP Toner Cartridge 215A Black,,Rak F,7,"ELTO 2536, PR 1000443517, PO 4500440138",Printer CartridgeHP Toner Cartridge 215A Black,,,,,,,,,,,
1207,9-Dec-25,MASUK,IN,W2313A,Printer Cartridge,HP Toner Cartridge 215A Magenta,,Rak F,5,"ELTO 2536, PR 1000443517, PO 4500440138",Printer CartridgeHP Toner Cartridge 215A Magenta,,,,,,,,,,,
1208,9-Dec-25,MASUK,IN,W2312A,Printer Cartridge,HP Toner Cartridge 215A Yellow,,Rak F,5,"ELTO 2536, PR 1000443517, PO 4500440138",Printer CartridgeHP Toner Cartridge 215A Yellow,,,,,,,,,,,
1209,9-Dec-25,MASUK,IN,C13T04D100,Maintenance Box,Maintenance Box,,Rak F,2,"ELTO 2542, PR 1000446128, PO 4500443011",Maintenance BoxMaintenance Box,,,,,,,,,,,
1210,9-Dec-25,MASUK,IN,,Keyboard Mouse,LOGITECH Silent Wireless Combo,,Rak E,2,"ELTO 2533, PR 1000444224, PO 4500444754",Keyboard MouseLOGITECH Silent Wireless Combo,,,,,,,,,,,
1211,9-Dec-25,MASUK,IN,,Printer Ink,EPSON Ink 664 Black,,Rak F,5,"ELTO 2536, PR 1000443517, PO 4500440138",Printer InkEPSON Ink 664 Black,,,,,,,,,,,
1212,9-Dec-25,MASUK,IN,,Printer Ink,EPSON Ink 003 Black,,Rak F,50,"ELTO 2536, PR 1000443517, PO 4500440138",Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1213,9-Dec-25,MASUK,IN,,Printer Ink,EPSON Ink 003 Cyan,,Rak F,20,"ELTO 2536, PR 1000443517, PO 4500440138",Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
1214,9-Dec-25,MASUK,IN,,Printer Ink,EPSON Ink 003 Magenta,,Rak F,20,"ELTO 2536, PR 1000443517, PO 4500440138",Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
1215,9-Dec-25,MASUK,IN,,Printer Ink,EPSON Ink 003 Yellow,,Rak F,20,"ELTO 2536, PR 1000443517, PO 4500440138",Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
1216,10-Dec-25,MUT K,OUT,TK-5230K,Printer Cartridge,KYOCERA Toner Kit Black,,Lemari Kaca,1,,Printer CartridgeKYOCERA Toner Kit Black,,,,,,,,,,,
1217,10-Dec-25,MUT M,IN,TK-5230K,Printer Cartridge,KYOCERA Toner Kit Black,,Rak F,1,,Printer CartridgeKYOCERA Toner Kit Black,,,,,,,,,,,
1218,10-Dec-25,KELUAR,OUT,,Stationary,Joyko Pen Gel GP-265Q Black,,Lemari,1,,StationaryJoyko Pen Gel GP-265Q Black,,,,,,,,,,,
1219,11-Dec-25,ADJ +,IN,,Keyboard Mouse,LOGITECH Silent Wireless Combo,,Lemari,2,,Keyboard MouseLOGITECH Silent Wireless Combo,,,,,,,,,,,
1220,11-Dec-25,ADJ +,IN,TL-WR841HP(UN),Router,TP-LINK Wireless N Router 300Mbps TL-WR841HP,2236310000914,Lemari,1,,RouterTP-LINK Wireless N Router 300Mbps TL-WR841HP,,,,,,,,,,,
1221,12-Dec-25,ADJ -,OUT,CJ688TPBU,Jack Module,PANDUIT Mini-com tx6 Plus Jack Module,,Rak C,2,,Jack ModulePANDUIT Mini-com tx6 Plus Jack Module,,,,,,,,,,,
1222,12-Dec-25,ADJ -,OUT,L4S23AA L4S23A9,Monitor,Monitor HP V193b,3CQ6022CG0,Rak C,1,,MonitorMonitor HP V193b,,,,,,,,,,,
1223,12-Dec-25,ADJ +,IN,TL-POE150S(UN),PoE Injector,TP-LINK Gigabit PoE Injector,2211795002603,Rak A,1,2303074,PoE InjectorTP-LINK Gigabit PoE Injector,,,,,,,,,,,
1224,12-Dec-25,ADJ -,OUT,PA810,Printer,Printer EPSON LQ-310,R9JYJ33671,Rak C,1,,PrinterPrinter EPSON LQ-310,,,,,,,,,,,
1225,12-Dec-25,ADJ +,IN,PA810,Printer,Printer EPSON LQ-310,R9JYJ28892,Rak C,1,,PrinterPrinter EPSON LQ-310,,,,,,,,,,,
1226,12-Dec-25,ADJ +,IN,H839C,Proyektor,EPSON Proyektor EB-X400,X4GU9Z02422,Rak C,1,,ProyektorEPSON Proyektor EB-X400,,,,,,,,,,,
1227,12-Dec-25,ADJ +,IN,H972C,Proyektor,EPSON Proyektor EB-X500,X89B2100654,Rak C,1,,ProyektorEPSON Proyektor EB-X500,,,,,,,,,,,
1228,12-Dec-25,ADJ +,IN,CT 382 B,UPS,ICA UPS,1216W1600357,Rak A,1,,UPSICA UPS,,,,,,,,,,,
1229,28-Nov-25,KELUAR,OUT,SIP-T33G,IP-Phone,YEALINK Classic IP Phone SIP-T33G,201046F050018227,Rak D,1,KRN JKT,IP-PhoneYEALINK Classic IP Phone SIP-T33G,,,,,,,,,,,
1230,28-Nov-25,KELUAR,OUT,SIP-T33G,IP-Phone,YEALINK Classic IP Phone SIP-T33G,201046F050016860,Rak D,1,KRN JKT,IP-PhoneYEALINK Classic IP Phone SIP-T33G,,,,,,,,,,,
1231,16-Dec-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,2,SR1851002 - Reski Fadillah (KCP),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1232,16-Dec-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Black,,Rak F,2,,Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1233,16-Dec-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,2,,Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1234,1-Jul-25,ADJ -,OUT,V-U0037,Video Conference,LOGITECH Expansion Microphone,2044LZ56SFW8,Lemari,1,,Video ConferenceLOGITECH Expansion Microphone,,,,,,,,,,,
1235,1-Jul-25,ADJ -,OUT,V-U0037,Video Conference,LOGITECH Expansion Microphone,2044LZ56SGI8,Lemari,1,,Video ConferenceLOGITECH Expansion Microphone,,,,,,,,,,,
1236,16-Dec-25,ADJ +,IN,,HDD Server,HDD Server (Bekas/Rusak),,Lemari,2,,HDD ServerHDD Server (Bekas/Rusak),,,,,,,,,,,
1237,16-Dec-25,ADJ +,IN,MZ-77E500,SSD,SAMSUNG SSD 870 EVO 500GB,S6P6NF0R509699A,Lemari,1,,SSDSAMSUNG SSD 870 EVO 500GB,,,,,,,,,,,
1238,16-Dec-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1851438 - Oktaviana (Jetty),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1239,16-Dec-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,1,SR1851438 - Oktaviana (Jetty),Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
1240,17-Dec-25,ADJ -,OUT,MC211CS-20,Media Converter,OMADA Gigabit WDM Media Converter MC211CS-20,22570YU000403,Lemari Kaca,1,"taruh di dus standby, lupa catat",Media ConverterOMADA Gigabit WDM Media Converter MC211CS-20,,,,,,,,,,,
1241,17-Dec-25,ADJ -,OUT,MC212CS-20,Media Converter,OMADA Gigabit WDM Media Converter MC212CS-20,2258175000441,Lemari Kaca,1,"taruh di dus standby, lupa catat",Media ConverterOMADA Gigabit WDM Media Converter MC212CS-20,,,,,,,,,,,
1242,17-Dec-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,3,SR1852156 - Josnima Sihotang (Lab Central),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1243,17-Dec-25,KELUAR,OUT,,Stationary,Sticky Note 51 X 38 mm,,Lemari,1,,StationarySticky Note 51 X 38 mm,,,,,,,,,,,
1244,17-Dec-25,ADJ +,IN,,Kabel,Kabel DP,,Lemari Kaca,2,,KabelKabel DP,,,,,,,,,,,
1245,17-Dec-25,ADJ -,OUT,,Kabel,Kabel HDMI,,Lemari Kaca,6,,KabelKabel HDMI,,,,,,,,,,,
1246,17-Dec-25,ADJ -,OUT,,Kabel,Kabel Power,,Lemari Kaca,2,,KabelKabel Power,,,,,,,,,,,
